date,pump_index,std_rush_order,avg_rush_order,std_trades,std_volume,avg_volume,std_price,avg_price,avg_price_max,hour_sin,hour_cos,minute_sin,minute_cos,symbol,gt
2018-10-09 18:59:30,85,0.208,0.038,0.249,0.366,0.077,0.001,0.005,0.007,-0.979,0.203,-0.0,1.0,OAX,1
2020-05-29 15:59:00,86,0.138,0.034,0.771,0.748,0.174,0.002,0.005,0.01,-0.817,-0.577,-0.0,1.0,VIA,1
2018-01-20 19:00:00,87,3.471,0.321,9.592,3.694,1.075,0.534,0.036,0.069,-0.888,0.46,0.0,1.0,BNT,1
2020-08-02 16:00:00,88,0.757,0.082,3.015,2.614,0.297,0.013,0.015,0.025,-0.942,-0.335,0.0,1.0,NXS,1
2018-04-04 18:59:45,89,0.136,0.048,0.233,0.328,0.11,0.016,0.009,0.011,-0.979,0.203,-0.0,1.0,ICN,1
2018-12-16 17:00:00,90,0.124,0.037,0.491,0.454,0.089,0.011,0.004,0.007,-0.998,-0.068,0.0,1.0,WABI,1
2020-10-30 16:00:15,91,0.313,0.062,0.488,0.12,0.077,0.0,0.01,0.013,-0.942,-0.335,0.0,1.0,DUSK,1
2019-02-27 16:59:30,92,0.115,0.037,0.063,0.111,0.057,0.001,0.004,0.005,-0.942,-0.335,-0.0,1.0,SYS,1
2020-06-13 16:00:00,93,0.797,0.173,0.73,2.56,0.418,0.015,0.014,0.019,-0.942,-0.335,0.0,1.0,QSP,1
2020-09-17 17:59:45,94,0.322,0.057,2.124,2.115,0.273,0.002,0.015,0.028,-0.998,-0.068,-0.0,1.0,GVT,1
2020-02-26 18:00:15,95,0.141,0.048,0.123,0.66,0.148,-0.0,0.014,0.016,-0.979,0.203,0.0,1.0,SYS,1
2019-07-03 21:00:30,96,3.067,0.261,5.62,9.951,0.868,0.021,0.034,0.055,-0.52,0.854,0.0,1.0,POWR,1
2020-07-07 16:00:00,98,2.247,0.255,4.119,10.57,1.477,0.06,0.012,0.023,-0.942,-0.335,0.0,1.0,ADX,1
2020-03-18 19:00:00,99,0.233,0.045,0.772,1.234,0.17,0.006,0.012,0.021,-0.888,0.46,0.0,1.0,LUN,1
2018-11-20 17:00:00,100,0.928,0.141,1.346,1.934,0.27,0.007,0.009,0.012,-0.998,-0.068,0.0,1.0,EVX,1
2020-07-04 16:00:00,101,1.153,0.137,1.708,3.113,0.44,0.022,0.009,0.015,-0.942,-0.335,0.0,1.0,GVT,1
2018-07-04 19:00:00,102,4.483,0.636,7.137,11.161,0.94,0.323,0.035,0.053,-0.888,0.46,0.0,1.0,NXS,1
2019-01-01 14:29:45,103,0.156,0.048,0.235,0.874,0.147,0.007,0.003,0.005,-0.631,-0.776,0.053,-0.999,AMB,1
2020-06-28 16:00:00,104,1.282,0.147,1.365,4.474,0.539,0.006,0.014,0.024,-0.942,-0.335,0.0,1.0,OAX,1
2020-01-20 19:00:00,105,0.12,0.033,1.128,0.961,0.133,0.006,0.01,0.022,-0.888,0.46,0.0,1.0,NXS,1
2020-04-04 15:57:45,106,0.194,0.037,0.269,0.178,0.059,0.01,0.006,0.007,-0.817,-0.577,-0.211,0.977,GVT,1
2020-03-03 15:59:45,107,0.111,0.033,0.663,0.498,0.194,0.015,0.007,0.016,-0.817,-0.577,-0.0,1.0,NXS,1
2019-04-14 19:00:45,108,0.136,0.04,0.429,0.161,0.07,0.0,0.002,0.003,-0.888,0.46,0.0,1.0,BRD,1
2020-11-08 15:00:30,109,0.187,0.057,0.191,0.002,0.02,0.004,0.007,0.007,-0.817,-0.577,0.0,1.0,DLT,1
2020-02-10 20:00:00,110,0.15,0.064,0.185,0.97,0.213,0.013,0.01,0.02,-0.731,0.683,0.0,1.0,WPR,1
2019-11-21 18:00:45,111,0.01,0.009,0.003,0.0,0.004,0.001,0.001,0.001,-0.979,0.203,0.0,1.0,EDO,1
2019-05-15 15:00:00,112,0.142,0.062,0.188,0.308,0.058,0.001,0.004,0.009,-0.817,-0.577,0.0,1.0,WPR,1
2021-01-08 17:01:30,113,0.173,0.108,0.053,0.009,0.013,0.01,0.011,0.014,-0.998,-0.068,0.106,0.994,VIB,1
2018-09-07 15:30:00,114,0.265,0.068,0.56,1.034,0.181,0.002,0.004,0.007,-0.817,-0.577,-0.053,-0.999,AST,1
2020-12-23 18:00:00,115,0.311,0.125,0.158,0.078,0.094,0.004,0.003,0.006,-0.979,0.203,0.0,1.0,NAS,1
2019-05-10 12:00:15,116,0.133,0.048,0.249,0.167,0.043,-0.001,0.005,0.009,-0.136,-0.991,0.0,1.0,POA,1
2021-01-11 21:00:15,117,0.301,0.096,0.981,0.033,0.074,0.071,0.038,0.042,-0.52,0.854,0.0,1.0,SNGLS,1
2021-01-15 17:00:15,118,0.354,0.057,0.631,0.172,0.088,0.01,0.01,0.011,-0.998,-0.068,0.0,1.0,NXS,1
2019-08-09 15:00:00,119,0.863,0.218,0.708,3.722,0.505,0.019,0.012,0.018,-0.817,-0.577,0.0,1.0,CDT,1
2018-05-10 15:30:00,120,0.402,0.079,0.078,0.866,0.23,0.001,0.003,0.005,-0.817,-0.577,-0.053,-0.999,DLT,1
2019-09-06 17:59:45,121,0.076,0.031,0.156,0.308,0.065,-0.0,0.009,0.013,-0.998,-0.068,-0.0,1.0,EDO,1
2020-06-08 16:05:30,122,1.739,0.166,2.859,3.75,0.648,0.064,0.034,0.063,-0.942,-0.335,0.508,0.862,PPT,1
2020-12-26 18:00:30,123,0.254,0.038,0.268,0.127,0.059,0.007,0.009,0.011,-0.979,0.203,0.0,1.0,EVX,1
2020-03-12 19:00:15,124,0.127,0.048,0.144,0.001,0.01,0.002,0.009,0.013,-0.888,0.46,0.0,1.0,POA,1
2018-04-03 15:59:30,125,0.411,0.059,0.478,0.955,0.14,0.004,0.002,0.004,-0.817,-0.577,-0.0,1.0,CHAT,1
2020-07-16 18:00:00,126,2.265,0.225,4.773,4.068,0.601,0.035,0.013,0.021,-0.979,0.203,0.0,1.0,SYS,1
2020-01-30 16:59:45,127,0.211,0.055,0.795,0.586,0.102,0.009,0.003,0.006,-0.942,-0.335,-0.0,1.0,NULS,1
2018-07-19 15:59:30,128,0.169,0.046,0.41,0.459,0.111,0.002,0.002,0.003,-0.817,-0.577,-0.0,1.0,PIVX,1
2020-09-08 16:00:00,129,1.318,0.281,0.842,2.166,0.262,0.005,0.005,0.011,-0.942,-0.335,0.0,1.0,STPT,1
2019-05-23 17:00:00,130,0.347,0.08,0.206,0.052,0.028,0.0,0.004,0.006,-0.998,-0.068,0.0,1.0,SYS,1
2019-06-16 21:00:15,131,3.109,0.253,5.455,23.313,1.784,0.103,0.031,0.055,-0.52,0.854,0.0,1.0,NEBL,1
2020-12-07 16:00:15,132,0.117,0.103,0.312,0.187,0.086,-0.001,0.006,0.008,-0.942,-0.335,0.0,1.0,APPC,1
2018-09-11 15:30:00,133,0.436,0.076,0.748,1.274,0.162,0.001,0.003,0.005,-0.817,-0.577,-0.053,-0.999,ICN,1
2019-07-07 17:59:45,134,0.157,0.058,0.099,0.032,0.029,0.005,0.007,0.009,-0.998,-0.068,-0.0,1.0,SYS,1
2019-08-16 17:00:15,135,0.128,0.052,0.049,0.303,0.079,-0.001,0.005,0.009,-0.998,-0.068,0.0,1.0,SNT,1
2020-04-15 15:54:30,136,0.142,0.033,0.07,0.004,0.012,0.008,0.004,0.006,-0.817,-0.577,-0.508,0.862,GVT,1
2018-11-27 17:00:00,137,0.491,0.075,0.451,0.749,0.17,0.024,0.008,0.011,-0.998,-0.068,0.0,1.0,RDN,1
2020-09-30 17:00:15,138,0.031,0.017,0.064,0.001,0.005,0.0,0.004,0.004,-0.998,-0.068,0.0,1.0,GVT,1
2020-03-04 19:00:30,139,0.697,0.145,0.713,0.291,0.13,0.008,0.011,0.017,-0.888,0.46,0.0,1.0,DNT,1
2019-04-17 17:00:00,140,2.14,0.176,3.647,4.122,0.539,0.029,0.008,0.012,-0.998,-0.068,0.0,1.0,ARDR,1
2019-07-15 17:00:00,141,0.39,0.087,0.251,0.09,0.053,0.005,0.012,0.014,-0.998,-0.068,0.0,1.0,DLT,1
2020-02-01 13:00:00,142,0.177,0.05,1.179,1.735,0.256,0.009,0.011,0.024,-0.398,-0.917,0.0,1.0,RDN,1
2020-11-27 18:00:15,143,0.157,0.058,0.097,0.022,0.019,-0.0,0.004,0.008,-0.979,0.203,0.0,1.0,APPC,1
2020-07-21 16:00:00,144,0.531,0.081,1.107,2.681,0.46,0.011,0.01,0.018,-0.942,-0.335,0.0,1.0,NXS,1
2020-01-14 19:00:15,145,0.115,0.038,0.324,0.084,0.04,0.0,0.004,0.008,-0.888,0.46,0.0,1.0,OAX,1
2018-07-01 19:00:00,146,3.023,0.211,5.193,5.768,0.663,0.067,0.019,0.037,-0.888,0.46,0.0,1.0,CLOAK,1
2018-04-09 17:00:30,147,0.05,0.018,0.072,0.005,0.009,0.001,0.001,0.001,-0.998,-0.068,0.0,1.0,NAV,1
2019-08-06 15:59:45,148,0.15,0.052,0.394,0.182,0.046,-0.001,0.009,0.018,-0.817,-0.577,-0.0,1.0,POA,1
2020-03-12 15:59:45,151,0.172,0.062,0.59,0.091,0.04,-0.0,0.007,0.01,-0.817,-0.577,-0.0,1.0,QLC,1
2018-04-09 15:00:45,152,0.244,0.063,0.221,0.029,0.027,-0.0,-0.003,-0.002,-0.817,-0.577,0.0,1.0,RLC,1
2020-04-14 16:00:30,154,0.382,0.222,0.118,0.004,0.012,-0.002,0.002,0.005,-0.942,-0.335,0.0,1.0,MITH,1
2018-08-21 15:59:45,155,0.166,0.047,0.818,1.465,0.248,-0.0,0.011,0.02,-0.817,-0.577,-0.0,1.0,RDN,1
2020-03-25 15:56:15,157,0.105,0.036,0.326,0.844,0.213,0.006,0.012,0.023,-0.817,-0.577,-0.314,0.949,NXS,1
2021-01-06 16:00:00,158,3.086,0.471,2.947,5.957,0.641,0.047,0.032,0.06,-0.942,-0.335,0.0,1.0,QLC,1
2018-10-06 19:00:15,159,1.002,0.104,7.551,26.98,2.283,0.065,0.032,0.076,-0.888,0.46,0.0,1.0,EVX,1
2019-01-25 17:59:15,160,0.14,0.029,0.112,0.075,0.043,0.003,0.002,0.003,-0.998,-0.068,-0.0,1.0,HC,1
2020-02-20 16:00:15,161,0.847,0.097,0.545,1.066,0.328,0.016,0.006,0.01,-0.942,-0.335,0.0,1.0,NAV,1
2020-01-12 20:00:00,162,0.552,0.099,0.554,0.149,0.056,0.012,0.006,0.009,-0.731,0.683,0.0,1.0,VIB,1
2019-06-24 16:59:45,163,0.138,0.056,0.206,0.089,0.032,-0.0,0.003,0.007,-0.942,-0.335,-0.0,1.0,NAV,1
2019-08-15 20:00:00,164,0.12,0.056,0.36,2.015,0.238,0.023,0.013,0.024,-0.731,0.683,0.0,1.0,DATA,1
2020-11-04 17:00:00,165,0.153,0.045,2.497,4.045,0.672,0.022,0.012,0.017,-0.998,-0.068,0.0,1.0,APPC,1
2018-06-18 15:00:45,166,0.073,0.025,0.083,0.206,0.053,-0.002,0.004,0.004,-0.817,-0.577,0.0,1.0,BCD,1
2018-06-23 15:59:30,167,0.826,0.142,0.444,3.317,0.405,0.02,0.01,0.015,-0.817,-0.577,-0.0,1.0,TNT,1
2019-07-25 20:00:00,168,4.91,0.618,5.896,7.277,0.729,0.054,0.017,0.043,-0.731,0.683,0.0,1.0,LRC,1
2018-09-25 14:00:00,169,0.427,0.076,1.08,0.657,0.109,0.0,0.006,0.009,-0.631,-0.776,0.0,1.0,OAX,1
2019-06-02 21:00:15,170,4.657,0.47,8.247,11.802,1.448,0.09,0.029,0.054,-0.52,0.854,0.0,1.0,SNM,1
2020-08-04 18:00:00,171,3.303,0.269,5.935,8.291,0.797,0.038,0.022,0.034,-0.979,0.203,0.0,1.0,PPT,1
2019-09-02 15:59:45,172,0.955,0.155,0.82,1.397,0.186,0.0,0.006,0.011,-0.817,-0.577,-0.0,1.0,LRC,1
2020-03-13 16:00:15,173,0.32,0.06,0.297,0.192,0.098,-0.0,0.019,0.023,-0.942,-0.335,0.0,1.0,RDN,1
2019-07-02 17:00:00,174,0.998,0.181,1.183,0.384,0.106,0.003,0.008,0.012,-0.998,-0.068,0.0,1.0,VIB,1
2020-01-08 17:03:30,175,0.055,0.027,0.024,0.003,0.009,-0.002,-0.003,-0.003,-0.998,-0.068,0.314,0.949,EDO,1
2019-08-01 19:59:45,176,0.374,0.092,0.221,1.153,0.203,0.001,0.018,0.028,-0.888,0.46,-0.0,1.0,NAV,1
2019-10-22 18:00:00,177,0.689,0.126,0.899,1.049,0.179,0.01,0.006,0.009,-0.979,0.203,0.0,1.0,OST,1
2018-07-06 16:00:00,178,1.374,0.139,3.165,6.181,0.762,0.007,0.012,0.022,-0.942,-0.335,0.0,1.0,WABI,1
2018-03-30 18:01:00,179,0.028,0.022,0.019,0.001,0.006,-0.0,0.002,0.002,-0.979,0.203,0.106,0.994,MTH,1
2018-12-27 12:31:15,181,0.089,0.035,0.08,0.012,0.022,0.01,0.009,0.01,-0.136,-0.991,-0.159,-0.987,SUB,1
2020-03-08 18:59:45,182,0.77,0.216,0.825,1.235,0.35,0.058,0.011,0.012,-0.979,0.203,-0.0,1.0,SNGLS,1
2020-03-27 15:56:30,183,0.156,0.033,0.152,0.137,0.087,0.016,0.003,0.005,-0.817,-0.577,-0.314,0.949,RLC,1
2019-04-13 17:00:00,184,1.238,0.141,1.271,1.919,0.211,0.005,0.005,0.008,-0.998,-0.068,0.0,1.0,BLZ,1
2019-03-17 19:00:30,185,0.127,0.041,0.34,1.212,0.231,0.007,0.002,0.003,-0.888,0.46,0.0,1.0,BRD,1
2018-10-20 20:05:00,186,1.245,0.155,4.255,1.687,0.547,0.128,0.023,0.052,-0.731,0.683,0.508,0.862,XZC,1
2019-02-03 15:03:45,187,0.133,0.039,0.771,1.323,0.199,-0.003,0.005,0.009,-0.817,-0.577,0.314,0.949,VIA,1
2019-05-26 21:00:15,188,2.758,0.333,4.508,10.089,0.859,0.021,0.031,0.054,-0.52,0.854,0.0,1.0,POA,1
2020-12-20 19:00:15,189,0.125,0.029,0.248,0.123,0.052,-0.002,0.009,0.012,-0.888,0.46,0.0,1.0,NAV,1
2020-04-10 15:58:15,190,1.667,0.149,2.575,1.522,0.254,-0.001,0.003,0.005,-0.817,-0.577,-0.106,0.994,ELF,1
2019-05-18 17:00:00,191,1.517,0.179,2.374,2.625,0.295,0.011,0.01,0.019,-0.998,-0.068,0.0,1.0,NAV,1
2018-07-28 19:00:00,192,0.778,0.113,1.698,8.689,0.897,0.063,0.021,0.039,-0.888,0.46,0.0,1.0,QLC,1
2018-10-24 19:00:00,193,1.317,0.116,3.344,6.193,0.593,0.031,0.005,0.008,-0.888,0.46,0.0,1.0,GRS,1
2020-11-01 18:00:00,194,0.203,0.063,0.557,1.269,0.245,0.006,0.012,0.018,-0.979,0.203,0.0,1.0,YOYOW,1
2019-10-02 18:00:00,195,0.358,0.049,1.36,0.934,0.222,0.011,0.01,0.018,-0.979,0.203,0.0,1.0,NXS,1
2018-09-27 13:59:45,196,0.484,0.065,1.122,0.914,0.135,0.003,0.003,0.009,-0.398,-0.917,-0.0,1.0,HC,1
2019-09-25 16:00:00,197,0.05,0.022,0.159,0.107,0.065,0.001,0.003,0.007,-0.942,-0.335,0.0,1.0,EDO,1
2020-11-18 18:00:00,198,0.252,0.083,0.586,0.621,0.129,-0.002,0.008,0.015,-0.979,0.203,0.0,1.0,APPC,1
2019-01-29 14:00:00,199,0.12,0.026,0.105,0.136,0.038,0.004,0.001,0.002,-0.631,-0.776,0.0,1.0,BQX,1
2019-07-05 17:00:00,200,0.199,0.042,0.871,0.733,0.114,0.006,0.008,0.014,-0.998,-0.068,0.0,1.0,ADX,1
2020-07-30 18:00:00,201,1.017,0.262,0.882,1.589,0.203,0.03,0.016,0.025,-0.979,0.203,0.0,1.0,VIB,1
