date,pump_index,std_rush_order,avg_rush_order,std_trades,std_volume,avg_volume,std_price,avg_price,avg_price_max,hour_sin,hour_cos,minute_sin,minute_cos,symbol,gt
2019-08-10 20:00:00,20,0.652,0.084,0.976,1.091,0.195,0.001,0.005,0.009,-0.731,0.683,0.0,1.0,STORJ,1
2020-10-18 18:00:00,21,0.177,0.07,0.396,0.3,0.107,0.012,0.025,0.037,-0.979,0.203,0.0,1.0,OAX,1
2019-05-21 13:30:25,22,0.193,0.075,0.687,0.121,0.064,0.002,0.003,0.006,-0.398,-0.917,-0.053,-0.999,CND,1
2018-07-14 17:00:00,23,2.202,0.188,2.614,8.406,0.985,0.049,0.011,0.02,-0.998,-0.068,0.0,1.0,VIBE,1
2018-03-26 18:00:00,24,0.378,0.073,0.356,0.15,0.059,0.001,0.014,0.016,-0.979,0.203,0.0,1.0,SNGLS,1
2020-04-02 15:59:35,25,0.414,0.067,0.737,0.274,0.133,0.004,0.004,0.01,-0.817,-0.577,-0.0,1.0,GRS,1
2018-03-31 16:57:30,26,0.466,0.096,0.967,0.261,0.038,0.052,0.006,0.008,-0.942,-0.335,-0.211,0.977,MDA,1
2018-04-17 16:29:35,27,0.156,0.047,0.163,0.121,0.036,0.014,0.003,0.003,-0.942,-0.335,0.053,-0.999,MDA,1
2019-01-27 17:59:10,28,0.186,0.068,0.64,0.922,0.214,0.004,0.005,0.008,-0.998,-0.068,-0.0,1.0,WINGS,1
2020-08-25 18:00:00,29,3.618,0.247,5.934,9.826,0.833,0.003,0.023,0.036,-0.979,0.203,0.0,1.0,RDN,1
2019-05-25 16:00:25,30,0.05,0.017,0.118,0.046,0.024,0.001,0.002,0.002,-0.942,-0.335,0.0,1.0,BRD,1
2020-04-01 11:58:45,31,1.643,0.448,0.125,0.741,0.239,0.015,0.012,0.018,0.136,-0.991,-0.106,0.994,SNGLS,1
2019-06-02 16:00:00,32,2.317,0.222,4.274,6.332,0.641,0.124,0.011,0.017,-0.942,-0.335,0.0,1.0,PIVX,1
2018-03-11 20:00:00,33,1.543,0.143,2.494,4.688,0.442,0.018,0.017,0.029,-0.731,0.683,0.0,1.0,DLT,1
2019-06-17 14:59:10,34,0.224,0.045,0.456,0.389,0.081,0.001,0.005,0.007,-0.631,-0.776,-0.0,1.0,BRD,1
2019-05-18 15:30:00,35,0.567,0.074,0.892,2.133,0.255,0.008,0.005,0.011,-0.817,-0.577,-0.053,-0.999,HC,1
2020-12-11 17:58:20,36,0.047,0.019,0.019,0.131,0.055,0.006,0.003,0.003,-0.998,-0.068,-0.106,0.994,PIVX,1
2019-05-10 16:00:00,37,0.81,0.094,1.186,2.148,0.247,-0.001,0.01,0.015,-0.942,-0.335,0.0,1.0,RDN,1
2019-05-12 17:00:25,38,0.124,0.034,0.118,0.462,0.077,0.001,0.005,0.006,-0.998,-0.068,0.0,1.0,HC,1
2020-11-05 16:00:00,39,0.461,0.067,1.139,1.749,0.198,0.008,0.016,0.022,-0.942,-0.335,0.0,1.0,OAX,1
2019-12-08 21:01:15,40,1.068,0.111,0.202,0.066,0.117,0.02,0.011,0.016,-0.52,0.854,0.106,0.994,EDO,1
2020-10-17 16:00:00,41,0.959,0.089,2.681,5.173,0.609,0.027,0.017,0.031,-0.942,-0.335,0.0,1.0,RDN,1
2018-12-30 12:28:45,42,0.341,0.098,0.311,0.59,0.131,0.045,0.006,0.007,-0.136,-0.991,0.159,-0.987,BQX,1
2019-08-19 15:59:35,43,0.887,0.103,1.566,3.041,0.289,0.016,0.006,0.012,-0.817,-0.577,-0.0,1.0,ONG,1
2020-12-29 18:00:00,44,0.384,0.059,1.398,1.199,0.17,0.007,0.006,0.009,-0.979,0.203,0.0,1.0,EVX,1
2018-05-12 18:00:00,45,2.218,0.162,1.726,11.706,0.787,0.033,0.024,0.037,-0.979,0.203,0.0,1.0,YOYOW,1
2019-07-11 16:59:35,46,0.242,0.081,0.093,0.08,0.035,-0.005,0.008,0.013,-0.942,-0.335,-0.0,1.0,SNM,1
2019-10-29 18:00:00,47,0.119,0.032,0.37,0.299,0.057,0.002,0.003,0.007,-0.979,0.203,0.0,1.0,ONG,1
2019-08-21 17:59:35,49,0.131,0.047,0.038,0.16,0.049,0.027,0.012,0.018,-0.998,-0.068,-0.0,1.0,VIB,1
2019-05-31 14:59:35,50,1.58,0.154,1.881,1.877,0.218,0.005,0.005,0.009,-0.631,-0.776,-0.0,1.0,PPT,1
2021-01-11 16:00:00,51,0.547,0.089,1.76,6.812,0.634,0.037,0.02,0.035,-0.942,-0.335,0.0,1.0,ONG,1
2019-02-24 17:00:50,52,0.128,0.041,0.049,0.005,0.007,0.0,0.003,0.003,-0.998,-0.068,0.0,1.0,BQX,1
2019-09-08 18:00:00,53,1.593,0.231,1.788,6.485,0.585,0.016,0.019,0.028,-0.979,0.203,0.0,1.0,DATA,1
2018-01-13 20:00:00,54,4.057,0.305,5.484,12.554,1.136,0.011,0.034,0.046,-0.731,0.683,0.0,1.0,GVT,1
2020-06-14 16:00:00,55,2.227,0.235,3.177,9.176,1.097,0.018,0.013,0.023,-0.942,-0.335,0.0,1.0,NEBL,1
2018-06-21 14:30:25,56,0.048,0.026,0.047,0.026,0.029,-0.001,0.001,0.001,-0.631,-0.776,-0.053,-0.999,AST,1
2018-12-08 18:45:00,57,0.559,0.081,0.607,0.683,0.157,-0.003,0.005,0.008,-0.979,0.203,-0.997,0.08,STORJ,1
2020-01-04 20:00:00,58,0.587,0.104,0.238,4.354,0.642,0.019,0.013,0.024,-0.731,0.683,0.0,1.0,DLT,1
2020-06-15 15:57:30,59,0.432,0.071,1.273,0.708,0.133,0.006,0.005,0.007,-0.817,-0.577,-0.211,0.977,GXS,1
2018-06-10 20:00:00,60,0.126,0.032,2.009,10.949,0.807,0.161,0.024,0.043,-0.731,0.683,0.0,1.0,CHAT,1
2018-01-27 18:00:00,62,2.301,0.22,8.422,14.313,1.144,0.093,0.016,0.038,-0.979,0.203,0.0,1.0,BNT,1
2020-12-31 17:00:00,63,0.122,0.066,0.473,2.811,0.329,0.015,0.017,0.024,-0.998,-0.068,0.0,1.0,IDEX,1
2018-11-13 17:00:00,64,1.523,0.146,0.801,3.019,0.437,0.003,0.006,0.008,-0.998,-0.068,0.0,1.0,BRD,1
2018-09-30 19:00:00,65,0.138,0.046,0.319,1.333,0.19,0.009,0.002,0.004,-0.888,0.46,0.0,1.0,VIA,1
2019-02-23 16:59:35,66,1.82,0.153,2.411,1.1,0.278,0.01,0.005,0.011,-0.942,-0.335,-0.0,1.0,HC,1
2018-09-19 18:21:40,67,0.105,0.029,0.074,0.127,0.032,-0.004,0.003,0.004,-0.979,0.203,0.787,-0.618,ICN,1
2018-06-06 13:00:25,68,0.144,0.042,0.02,0.263,0.078,0.002,0.002,0.003,-0.398,-0.917,0.0,1.0,DLT,1
2020-03-21 16:00:00,69,0.002,0.008,0.006,0.089,0.066,-0.002,0.006,0.01,-0.942,-0.335,0.0,1.0,TNB,1
2018-06-19 15:28:45,70,0.33,0.056,1.039,2.355,0.381,0.024,0.006,0.014,-0.817,-0.577,0.159,-0.987,EVX,1
2020-06-10 15:58:45,71,0.582,0.071,1.015,1.499,0.202,0.014,0.013,0.028,-0.817,-0.577,-0.106,0.994,VIA,1
2020-05-30 16:00:00,72,4.851,1.243,2.923,3.478,0.354,0.335,0.019,0.031,-0.942,-0.335,0.0,1.0,NAS,1
2019-08-22 20:00:00,73,5.963,0.716,3.774,8.517,0.66,0.08,0.032,0.048,-0.731,0.683,0.0,1.0,SNT,1
2019-05-31 17:00:00,74,0.304,0.053,0.286,0.201,0.063,0.002,0.004,0.005,-0.998,-0.068,0.0,1.0,ARDR,1
2020-02-27 16:00:00,75,0.146,0.049,0.109,2.055,0.241,-0.002,0.006,0.008,-0.942,-0.335,0.0,1.0,DNT,1
2018-12-07 17:00:00,76,1.398,0.149,1.912,2.335,0.299,-0.001,0.007,0.016,-0.998,-0.068,0.0,1.0,OAX,1
2020-03-13 16:00:00,77,0.054,0.041,0.047,0.007,0.023,-0.001,0.01,0.014,-0.942,-0.335,0.0,1.0,TCT,1
2018-03-22 16:00:25,78,0.155,0.04,0.128,0.209,0.067,0.008,0.005,0.007,-0.942,-0.335,0.0,1.0,DLT,1
2020-01-10 18:00:00,79,0.222,0.054,0.353,0.173,0.059,0.006,0.005,0.007,-0.979,0.203,0.0,1.0,GNT,1
2020-04-20 16:00:00,80,0.451,0.066,0.981,0.927,0.199,0.0,0.002,0.003,-0.942,-0.335,0.0,1.0,RLC,1
2018-02-12 19:00:00,81,1.223,0.125,2.064,6.87,0.649,0.011,0.022,0.033,-0.888,0.46,0.0,1.0,MOD,1
2020-01-09 17:00:00,82,0.318,0.062,0.413,0.232,0.066,-0.002,0.004,0.007,-0.998,-0.068,0.0,1.0,ONG,1
2018-11-07 17:59:35,83,0.131,0.045,0.505,0.786,0.148,0.007,0.002,0.003,-0.998,-0.068,-0.0,1.0,EVX,1
2021-01-18 17:00:25,84,2.662,0.291,2.937,1.627,0.288,0.016,0.006,0.01,-0.998,-0.068,0.0,1.0,STEEM,1
2018-10-09 18:59:35,85,1.092,0.117,1.326,5.12,0.479,0.004,0.009,0.014,-0.979,0.203,-0.0,1.0,OAX,1
2020-05-29 15:59:10,86,0.595,0.077,1.807,1.387,0.249,0.012,0.018,0.03,-0.817,-0.577,-0.0,1.0,VIA,1
2018-01-20 19:00:00,87,7.545,0.61,13.71,5.509,1.45,0.758,0.044,0.079,-0.888,0.46,0.0,1.0,BNT,1
2020-08-02 16:00:00,88,1.215,0.111,1.295,3.553,0.356,0.012,0.017,0.027,-0.942,-0.335,0.0,1.0,NXS,1
2018-04-04 18:59:35,89,0.173,0.062,0.239,0.345,0.116,0.015,0.01,0.012,-0.979,0.203,-0.0,1.0,ICN,1
2018-12-16 17:00:00,90,0.502,0.083,1.043,1.314,0.173,0.012,0.007,0.01,-0.998,-0.068,0.0,1.0,WABI,1
2020-10-30 16:00:00,91,0.246,0.057,0.678,0.482,0.154,0.001,0.007,0.012,-0.942,-0.335,0.0,1.0,DUSK,1
2019-02-27 16:58:45,92,0.233,0.051,0.148,0.42,0.102,0.001,0.002,0.004,-0.942,-0.335,-0.106,0.994,SYS,1
2020-06-13 16:00:00,93,2.107,0.328,1.226,3.479,0.482,0.028,0.019,0.033,-0.942,-0.335,0.0,1.0,QSP,1
2020-09-17 17:59:35,94,0.282,0.052,1.797,2.005,0.257,0.001,0.015,0.028,-0.998,-0.068,-0.0,1.0,GVT,1
2020-02-26 18:00:00,95,0.31,0.067,0.249,0.645,0.124,-0.001,0.011,0.015,-0.979,0.203,0.0,1.0,SYS,1
2019-07-03 21:00:25,96,4.242,0.346,6.168,11.05,0.939,0.019,0.035,0.055,-0.52,0.854,0.0,1.0,POWR,1
2020-07-07 16:00:00,98,4.17,0.405,5.373,12.513,1.695,0.073,0.015,0.024,-0.942,-0.335,0.0,1.0,ADX,1
2020-03-18 19:00:00,99,0.389,0.063,0.963,1.317,0.182,0.008,0.013,0.022,-0.888,0.46,0.0,1.0,LUN,1
2018-11-20 17:00:00,100,2.138,0.258,2.342,2.959,0.375,0.013,0.011,0.017,-0.998,-0.068,0.0,1.0,EVX,1
2020-07-04 16:00:00,101,2.118,0.218,2.443,4.425,0.593,0.037,0.012,0.017,-0.942,-0.335,0.0,1.0,GVT,1
2018-07-04 19:00:00,102,4.613,0.68,7.346,10.584,0.928,0.397,0.036,0.052,-0.888,0.46,0.0,1.0,NXS,1
2019-01-01 14:29:35,103,0.143,0.045,0.2,0.789,0.131,0.009,0.004,0.005,-0.631,-0.776,0.053,-0.999,AMB,1
2020-06-28 16:00:00,104,2.348,0.228,2.113,6.108,0.722,0.009,0.018,0.029,-0.942,-0.335,0.0,1.0,OAX,1
2020-01-20 19:00:00,105,0.236,0.055,1.0,1.079,0.151,0.006,0.01,0.022,-0.888,0.46,0.0,1.0,NXS,1
2020-04-04 15:57:30,106,0.363,0.054,0.435,0.355,0.084,0.009,0.005,0.007,-0.817,-0.577,-0.211,0.977,GVT,1
2020-03-03 16:00:00,107,0.572,0.091,0.473,0.772,0.315,0.038,0.017,0.019,-0.942,-0.335,0.0,1.0,NXS,1
2019-04-14 19:00:50,108,0.881,0.12,1.122,0.896,0.193,-0.001,0.003,0.005,-0.888,0.46,0.0,1.0,BRD,1
2020-11-08 15:00:25,109,0.122,0.048,0.2,0.002,0.016,0.005,0.007,0.009,-0.817,-0.577,0.0,1.0,DLT,1
2020-02-10 20:00:00,110,0.682,0.161,0.712,1.164,0.324,0.013,0.015,0.024,-0.731,0.683,0.0,1.0,WPR,1
2019-11-21 18:00:50,111,0.038,0.013,0.009,-0.002,-0.002,0.001,0.001,0.002,-0.979,0.203,0.0,1.0,EDO,1
2019-05-15 15:00:00,112,0.801,0.167,0.967,1.175,0.132,0.004,0.012,0.029,-0.817,-0.577,0.0,1.0,WPR,1
2021-01-08 17:00:00,113,0.116,0.087,0.73,0.109,0.048,0.008,0.01,0.012,-0.998,-0.068,0.0,1.0,VIB,1
2018-09-07 15:30:00,114,0.549,0.098,0.759,1.981,0.286,0.002,0.004,0.007,-0.817,-0.577,-0.053,-0.999,AST,1
2020-12-23 18:00:00,115,0.47,0.185,0.525,0.111,0.128,0.003,0.004,0.006,-0.979,0.203,0.0,1.0,NAS,1
2019-05-10 12:00:25,116,1.42,0.191,1.764,1.74,0.181,-0.001,0.016,0.024,-0.136,-0.991,0.0,1.0,POA,1
2021-01-11 21:00:00,117,0.395,0.111,3.777,2.668,0.399,0.079,0.045,0.057,-0.52,0.854,0.0,1.0,SNGLS,1
2021-01-15 17:00:00,118,0.304,0.051,0.557,0.283,0.109,0.011,0.011,0.011,-0.998,-0.068,0.0,1.0,NXS,1
2019-08-09 15:00:00,119,1.237,0.281,1.016,4.051,0.549,0.019,0.012,0.018,-0.817,-0.577,0.0,1.0,CDT,1
2018-05-10 15:30:00,120,0.809,0.111,0.148,1.46,0.327,0.004,0.004,0.006,-0.817,-0.577,-0.053,-0.999,DLT,1
2019-09-06 18:00:00,121,0.08,0.032,0.071,0.32,0.08,-0.0,0.008,0.012,-0.979,0.203,0.0,1.0,EDO,1
2020-06-08 16:05:25,122,2.077,0.192,3.393,6.413,0.823,0.072,0.036,0.065,-0.942,-0.335,0.508,0.862,PPT,1
2020-12-26 18:00:25,123,0.473,0.061,0.486,0.484,0.108,0.007,0.009,0.012,-0.979,0.203,0.0,1.0,EVX,1
2020-03-12 19:00:00,124,0.109,0.05,0.226,0.012,0.033,0.002,0.009,0.013,-0.888,0.46,0.0,1.0,POA,1
2018-04-03 15:59:35,125,0.809,0.093,0.759,2.395,0.264,0.006,0.004,0.005,-0.817,-0.577,-0.0,1.0,CHAT,1
2020-07-16 18:00:00,126,4.359,0.381,6.504,7.545,1.0,0.05,0.016,0.024,-0.979,0.203,0.0,1.0,SYS,1
2020-01-30 16:59:35,127,0.194,0.051,0.629,0.51,0.093,0.009,0.003,0.006,-0.942,-0.335,-0.0,1.0,NULS,1
2018-07-19 15:59:35,128,0.378,0.074,0.559,0.54,0.125,0.002,0.002,0.003,-0.817,-0.577,-0.0,1.0,PIVX,1
2020-09-08 16:00:00,129,3.088,0.458,1.023,2.456,0.249,-0.001,0.005,0.011,-0.942,-0.335,0.0,1.0,STPT,1
2019-05-23 17:00:00,130,0.516,0.094,0.29,0.075,0.034,0.0,0.004,0.006,-0.998,-0.068,0.0,1.0,SYS,1
2019-06-16 21:00:00,131,1.555,0.155,3.159,15.41,1.301,0.081,0.026,0.048,-0.52,0.854,0.0,1.0,NEBL,1
2020-12-07 16:00:00,132,0.164,0.1,0.262,0.87,0.151,-0.0,0.005,0.007,-0.942,-0.335,0.0,1.0,APPC,1
2018-09-11 15:30:00,133,0.759,0.1,0.931,1.504,0.18,0.001,0.003,0.005,-0.817,-0.577,-0.053,-0.999,ICN,1
2019-07-07 17:59:35,134,0.257,0.075,0.237,0.304,0.084,0.002,0.005,0.009,-0.998,-0.068,-0.0,1.0,SYS,1
2019-08-16 17:00:00,135,0.235,0.095,0.06,0.38,0.111,-0.0,0.004,0.008,-0.998,-0.068,0.0,1.0,SNT,1
2020-04-15 15:54:35,136,0.154,0.038,0.065,0.008,0.017,0.009,0.004,0.005,-0.817,-0.577,-0.508,0.862,GVT,1
2018-11-27 17:00:00,137,0.878,0.104,0.771,1.4,0.245,0.018,0.008,0.011,-0.998,-0.068,0.0,1.0,RDN,1
2020-09-30 17:00:25,138,0.043,0.02,0.013,0.003,0.007,-0.001,0.004,0.004,-0.998,-0.068,0.0,1.0,GVT,1
2020-03-04 19:00:25,139,0.652,0.132,0.993,0.294,0.122,0.01,0.013,0.019,-0.888,0.46,0.0,1.0,DNT,1
2019-04-17 17:00:00,140,3.417,0.259,4.957,5.296,0.666,0.032,0.008,0.012,-0.998,-0.068,0.0,1.0,ARDR,1
2019-07-15 17:00:00,141,0.847,0.133,0.543,0.339,0.097,0.006,0.014,0.015,-0.998,-0.068,0.0,1.0,DLT,1
2020-02-01 13:00:00,142,0.238,0.054,0.932,1.422,0.216,0.011,0.012,0.024,-0.398,-0.917,0.0,1.0,RDN,1
2020-11-27 18:00:25,143,0.485,0.111,0.425,0.073,0.049,0.0,0.007,0.01,-0.979,0.203,0.0,1.0,APPC,1
2020-07-21 16:00:00,144,1.313,0.139,1.654,2.582,0.523,0.011,0.011,0.018,-0.942,-0.335,0.0,1.0,NXS,1
2020-01-14 19:00:25,145,0.665,0.1,0.842,1.206,0.19,-0.0,0.01,0.012,-0.888,0.46,0.0,1.0,OAX,1
2018-07-01 19:00:00,146,4.347,0.279,6.519,8.139,0.855,0.083,0.023,0.04,-0.888,0.46,0.0,1.0,CLOAK,1
2018-04-09 17:00:25,147,0.126,0.034,0.236,0.02,0.018,0.001,-0.0,0.001,-0.998,-0.068,0.0,1.0,NAV,1
2019-08-06 15:59:35,148,0.143,0.061,0.342,0.173,0.044,-0.002,0.01,0.019,-0.817,-0.577,-0.0,1.0,POA,1
2020-03-12 15:59:35,151,0.16,0.059,0.485,0.085,0.035,-0.002,0.007,0.01,-0.817,-0.577,-0.0,1.0,QLC,1
2018-04-09 15:00:25,152,0.187,0.062,0.339,0.132,0.066,0.002,-0.001,0.001,-0.817,-0.577,0.0,1.0,RLC,1
2020-04-14 16:00:25,154,0.294,0.145,0.107,0.009,0.02,0.0,0.004,0.008,-0.942,-0.335,0.0,1.0,MITH,1
2018-08-21 15:59:35,155,0.134,0.042,0.636,1.239,0.219,-0.0,0.011,0.02,-0.817,-0.577,-0.0,1.0,RDN,1
2020-03-25 15:56:15,157,0.172,0.046,0.425,1.214,0.273,0.008,0.013,0.023,-0.817,-0.577,-0.314,0.949,NXS,1
2021-01-06 16:00:00,158,3.459,0.5,4.797,7.296,0.733,0.047,0.031,0.06,-0.942,-0.335,0.0,1.0,QLC,1
2018-10-06 19:00:25,159,3.216,0.27,0.79,0.826,0.869,0.219,0.071,0.08,-0.888,0.46,0.0,1.0,EVX,1
2019-01-25 17:59:10,160,0.168,0.037,0.153,0.416,0.099,0.001,0.001,0.002,-0.998,-0.068,-0.0,1.0,HC,1
2020-02-20 16:00:00,161,0.367,0.06,0.209,0.531,0.208,0.014,0.004,0.007,-0.942,-0.335,0.0,1.0,NAV,1
2020-01-12 20:00:00,162,1.418,0.189,0.892,0.182,0.059,0.016,0.007,0.01,-0.731,0.683,0.0,1.0,VIB,1
2019-06-24 16:59:35,163,0.124,0.052,0.158,0.088,0.03,-0.001,0.003,0.007,-0.942,-0.335,-0.0,1.0,NAV,1
2019-08-15 20:00:00,164,0.489,0.118,0.486,2.146,0.25,0.022,0.014,0.024,-0.731,0.683,0.0,1.0,DATA,1
2020-11-04 17:00:00,165,0.579,0.091,3.821,4.731,0.724,0.022,0.014,0.019,-0.998,-0.068,0.0,1.0,APPC,1
2018-06-18 15:00:25,166,0.153,0.031,0.135,0.155,0.045,-0.002,0.002,0.003,-0.817,-0.577,0.0,1.0,BCD,1
2018-06-23 15:59:35,167,1.606,0.244,0.999,6.766,0.748,0.039,0.013,0.018,-0.817,-0.577,-0.0,1.0,TNT,1
2019-07-25 20:00:00,168,6.949,0.788,5.318,9.718,0.919,0.094,0.025,0.071,-0.731,0.683,0.0,1.0,LRC,1
2018-09-25 14:00:00,169,0.871,0.115,1.243,1.062,0.144,0.0,0.007,0.01,-0.631,-0.776,0.0,1.0,OAX,1
2019-06-02 21:00:00,170,1.637,0.197,3.824,6.979,0.86,0.035,0.017,0.038,-0.52,0.854,0.0,1.0,SNM,1
2020-08-04 18:00:00,171,5.208,0.371,7.499,8.777,0.875,0.04,0.025,0.037,-0.979,0.203,0.0,1.0,PPT,1
2019-09-02 15:59:35,172,0.9,0.146,0.567,1.292,0.171,0.001,0.006,0.011,-0.817,-0.577,-0.0,1.0,LRC,1
2020-03-13 16:00:00,173,0.16,0.045,0.665,0.508,0.143,-0.001,0.013,0.019,-0.942,-0.335,0.0,1.0,RDN,1
2019-07-02 17:00:00,174,1.347,0.212,1.3,0.34,0.104,0.003,0.009,0.013,-0.998,-0.068,0.0,1.0,VIB,1
2020-01-08 17:03:20,175,0.035,0.023,0.018,0.003,0.009,-0.001,0.006,0.007,-0.998,-0.068,0.314,0.949,EDO,1
2019-08-01 19:59:35,176,0.342,0.088,0.143,1.087,0.195,0.0,0.018,0.028,-0.888,0.46,-0.0,1.0,NAV,1
2019-10-22 18:00:00,177,1.307,0.185,1.728,1.74,0.265,0.011,0.006,0.009,-0.979,0.203,0.0,1.0,OST,1
2018-07-06 16:00:00,178,2.75,0.24,4.249,10.39,1.151,0.013,0.016,0.028,-0.942,-0.335,0.0,1.0,WABI,1
2018-03-30 18:00:50,179,0.047,0.027,0.025,0.002,0.009,-0.002,0.003,0.003,-0.979,0.203,0.0,1.0,MTH,1
2018-12-27 12:30:50,181,0.175,0.047,0.184,0.652,0.133,0.001,0.006,0.007,-0.136,-0.991,-0.053,-0.999,SUB,1
2020-03-08 18:59:35,182,0.984,0.25,0.685,2.307,0.529,0.078,0.015,0.017,-0.979,0.203,-0.0,1.0,SNGLS,1
2020-03-27 15:56:40,183,0.837,0.09,0.995,1.219,0.344,0.037,0.008,0.016,-0.817,-0.577,-0.314,0.949,RLC,1
2019-04-13 17:00:00,184,1.881,0.188,1.663,3.074,0.294,0.006,0.006,0.011,-0.998,-0.068,0.0,1.0,BLZ,1
2019-03-17 19:00:25,185,0.252,0.054,0.426,1.34,0.226,0.003,0.002,0.003,-0.888,0.46,0.0,1.0,BRD,1
2018-10-20 20:05:00,186,3.202,0.303,5.633,2.936,0.792,0.22,0.031,0.055,-0.731,0.683,0.508,0.862,XZC,1
2019-02-03 15:03:45,187,0.459,0.074,1.15,1.471,0.205,-0.002,0.005,0.009,-0.817,-0.577,0.314,0.949,VIA,1
2019-05-26 21:00:00,188,1.692,0.224,2.474,5.983,0.57,0.012,0.025,0.043,-0.52,0.854,0.0,1.0,POA,1
2020-12-20 19:00:25,189,0.186,0.039,0.33,0.243,0.074,-0.001,0.011,0.013,-0.888,0.46,0.0,1.0,NAV,1
2020-04-10 15:57:55,190,0.406,0.058,0.534,0.227,0.077,-0.001,0.001,0.004,-0.817,-0.577,-0.211,0.977,ELF,1
2019-05-18 17:00:00,191,1.945,0.217,2.713,2.679,0.336,0.012,0.01,0.019,-0.998,-0.068,0.0,1.0,NAV,1
2018-07-28 19:00:00,192,1.401,0.167,2.432,10.33,1.026,0.078,0.025,0.04,-0.888,0.46,0.0,1.0,QLC,1
2018-10-24 19:00:00,193,1.854,0.149,3.282,6.761,0.623,0.039,0.005,0.007,-0.888,0.46,0.0,1.0,GRS,1
2020-11-01 18:00:00,194,0.197,0.06,1.095,1.311,0.292,0.008,0.017,0.023,-0.979,0.203,0.0,1.0,YOYOW,1
2019-10-02 18:00:00,195,0.966,0.088,1.785,1.613,0.308,0.013,0.011,0.019,-0.979,0.203,0.0,1.0,NXS,1
2018-09-27 13:59:35,196,0.435,0.059,0.997,0.859,0.13,-0.001,0.003,0.009,-0.398,-0.917,-0.0,1.0,HC,1
2019-09-25 16:00:00,197,0.103,0.033,0.246,0.197,0.085,0.001,0.005,0.009,-0.942,-0.335,0.0,1.0,EDO,1
2020-11-18 18:00:00,198,0.418,0.107,0.909,0.411,0.117,-0.0,0.01,0.015,-0.979,0.203,0.0,1.0,APPC,1
2019-01-29 14:00:00,199,0.163,0.032,0.144,0.218,0.046,0.003,0.001,0.002,-0.631,-0.776,0.0,1.0,BQX,1
2019-07-05 17:00:00,200,0.902,0.102,1.703,1.912,0.213,0.007,0.01,0.015,-0.998,-0.068,0.0,1.0,ADX,1
2020-07-30 18:00:00,201,3.209,0.578,2.38,3.695,0.446,0.049,0.023,0.036,-0.979,0.203,0.0,1.0,VIB,1
